id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,3000,3000,2975, 36 months,10.72,97.82,B,B2,,n/a,MORTGAGE,30000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,778xx,TX,24.2,0,Aug-93,0,,,7,0,9896,53.8,22,f,2857.33,2833.51,192.96,191.35,142.67,50.29,0,0,0,Feb-19,97.82,Mar-19,Feb-19,0,,1,Individual,,,,0,0,61708,0,2,0,1,15,12038,66,0,1,6052,60,18400,2,6,1,2,8815,7848,43.5,0,0,96,304,21,15,1,21,,3,,0,1,2,3,5,12,4,9,2,7,0,0,0,0,100,33.3,0,0,78318,21934,13900,18318,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,23000,23000,23000, 60 months,19.92,608.34,D,D3,,n/a,OWN,75000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,109xx,NY,32.14,1,Dec-97,0,7,,6,0,24022,92.7,16,w,22543.16,22543.16,1178.5,1178.5,456.84,721.66,0,0,0,Feb-19,608.34,Mar-19,Feb-19,0,,1,Individual,,,,0,0,63707,0,3,0,1,22,39685,28,0,0,13762,56,25900,0,1,0,1,10618,878,96.5,0,0,177,169,61,22,1,71,,,7,0,2,2,2,5,9,3,6,2,6,0,0,0,0,93.8,100,0,0,97966,63707,24900,72066,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,1500,1500,1500, 36 months,17.97,54.21,D,D1,Product Line Specilalist ,10+ years,MORTGAGE,56160,Verified,Dec-18,Current,n,,,other,Other,212xx,MD,26.58,0,May-98,0,27,,4,0,0,0,22,w,1436.03,1436.03,106.17,106.17,63.97,42.2,0,0,0,Feb-19,54.21,Mar-19,Feb-19,0,27,1,Individual,,,,0,0,78809,0,1,1,1,12,12780,100,0,0,0,62,7900,0,0,0,1,19702,,,0,0,36,196,36,12,2,,27,15,27,12,0,0,0,9,2,2,18,0,4,0,0,0,1,45.5,,0,0,127992,12780,0,12780,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000, 60 months,12.98,545.83,B,B5,Medical Doctor,10+ years,MORTGAGE,380000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,704xx,LA,7.05,0,Sep-98,0,24,,9,0,14667,44.4,27,w,23424.44,23424.44,1065.7,1065.7,575.56,490.14,0,0,0,Feb-19,545.83,Mar-19,Feb-19,0,,1,Individual,,,,0,0,507233,1,5,2,3,4,68578,73,0,1,14667,66,33000,1,1,1,4,63404,6333,69.8,0,0,197,243,20,4,3,26,24,4,24,0,1,1,2,7,14,3,10,1,9,0,0,0,2,88.9,0,0,0,687367,83245,21000,93867,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,16.14,176.14,C,C4,Enrollment Services Advisor,3 years,RENT,50000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,921xx,CA,3.35,1,Aug-11,0,17,,22,0,3645,23.5,24,w,3961.64,3961.64,1145.56,1145.56,1038.36,107.2,0,0,0,Feb-19,176.14,Mar-19,Feb-19,0,,1,Individual,,,,0,0,45955,1,14,0,0,48,42310,109,1,3,1393,85,15500,0,0,0,3,2089,5455,40.1,0,0,88,78,0,0,0,0,32,,17,0,4,4,4,4,14,8,10,4,22,0,0,0,1,87.5,50,0,0,54174,45955,9100,38674,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,25000,25000,25000, 36 months,10.33,810.56,B,B1,Army,10+ years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,292xx,SC,31.23,1,Nov-84,0,13,,9,0,29229,78.6,18,w,24404.64,24404.64,796.22,796.22,595.36,200.86,0,0,0,Feb-19,817.74,Mar-19,Feb-19,0,19,1,Joint App,130000,21.18,Not Verified,0,0,256530,1,3,1,3,6,57738,88,0,0,11731,82,37200,2,3,0,3,28503,4587,83.6,0,0,127,409,27,6,2,27,,17,,0,3,5,3,3,9,5,7,5,9,0,0,1,1,100,33.3,0,0,307338,86967,28000,72314,39062,Jun-03,0,2,17,59.3,7,15,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,2500,2500,2500, 36 months,20.89,94.05,D,D4,Room Attendant,3 years,RENT,29000,Source Verified,Dec-18,Current,n,,,other,Other,115xx,NY,2.57,0,Apr-00,1,55,,3,0,605,33.6,4,w,2398.06,2398.06,183.75,183.75,101.94,81.81,0,0,0,Feb-19,94.05,Mar-19,Feb-19,1,55,1,Individual,,,,0,0,605,2,0,0,0,,0,,2,3,403,34,1800,0,0,1,3,202,97,80.6,0,0,,13,1,1,0,13,,1,,1,1,3,1,1,0,3,3,3,3,0,0,0,2,75,100,0,0,1800,605,500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,14.47,282.16,C,C2,MAINTENANCE ,10+ years,RENT,62000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,030xx,NH,18.76,0,Aug-05,1,,,21,0,16458,17.6,26,w,11723.42,11723.42,549.85,549.85,276.58,273.27,0,0,0,Feb-19,282.16,Mar-19,Feb-19,0,,1,Individual,,,,0,0,55938,2,2,2,2,9,39480,92,5,9,2923,41,93400,1,1,5,11,2664,60576,18.7,0,0,160,49,2,2,0,2,,6,,0,10,12,14,14,7,19,19,12,21,0,0,0,7,100,7.1,0,0,136208,55938,74500,42808,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9600,9600,9600, 36 months,23.4,373.62,E,E1,Sales VP,3 years,RENT,100000,Not Verified,Dec-18,Current,n,,,small_business,Business,432xx,OH,15.79,0,Nov-04,4,29,,19,0,4677,19.2,51,w,9223.52,9223.52,728.52,728.52,376.48,352.04,0,0,0,Feb-19,373.62,Mar-19,Feb-19,0,,1,Individual,,,,0,564,153935,2,3,1,2,5,149258,93,1,1,937,60,24300,4,0,5,3,8102,12240,24.4,0,0,169,152,5,5,0,5,,5,29,0,10,14,11,16,29,16,22,14,19,0,0,0,2,86,9.1,0,0,152513,153935,16200,128213,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,11.31,328.86,B,B3,,n/a,MORTGAGE,10020,Verified,Dec-18,Current,n,,,other,Other,925xx,CA,123.47,0,Apr-03,0,,,4,0,20857,94.8,8,w,9528.57,9528.57,648.3,648.3,471.43,176.87,0,0,0,Feb-19,328.86,Mar-19,Feb-19,0,,1,Joint App,59292,31.59,Verified,0,0,56865,0,1,0,0,49,36008,,0,0,17403,95,22000,0,0,1,0,14216,848,95.8,0,0,134,170,38,38,1,38,,11,,0,2,3,2,3,3,3,4,3,4,0,0,0,0,100,100,0,0,72000,56865,20000,50000,24369,Apr-03,1,1,6,94.4,3,4,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,15.02,242.73,C,C3,General Manager ,7 years,MORTGAGE,52000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,028xx,RI,20.89,0,Jun-07,0,,,9,0,7257,40.5,12,w,6687.83,6687.83,476.7,476.7,312.17,164.53,0,0,0,Feb-19,242.73,Mar-19,Feb-19,0,,1,Individual,,,,0,0,132992,2,2,1,1,9,18161,70,1,2,2207,58,17900,2,0,3,5,14777,4134,51.4,0,0,138,41,4,4,2,4,,4,,0,3,5,4,4,4,6,6,5,9,0,0,0,3,100,0,0,0,152142,25418,8500,26133,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,23.4,311.35,E,E1,Medical Coder,1 year,RENT,49400,Verified,Dec-18,Current,n,,,other,Other,917xx,CA,23.92,0,May-03,3,74,,16,0,12694,30.7,28,w,7686.27,7686.27,607.1,607.1,313.73,293.37,0,0,0,Feb-19,311.35,Mar-19,Feb-19,0,74,1,Individual,,,,0,0,22681,4,1,3,5,3,9987,98,4,8,1412,44,41400,2,0,4,13,1418,16465,15.6,0,0,152,187,0,0,0,0,,1,,1,6,11,8,9,10,15,18,12,16,0,0,0,7,96.4,12.5,0,0,51600,22681,19500,10200,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,16.14,176.14,C,C4,Plant Logistics Manager,< 1 year,MORTGAGE,115000,Not Verified,Dec-18,Current,n,,,other,Other,685xx,NE,17.07,0,Feb-96,0,38,,13,0,25333,68.8,37,w,4780.76,4780.76,345.56,345.56,219.24,126.32,0,0,0,Feb-19,176.14,Mar-19,Feb-19,0,45,1,Individual,,,,0,0,855071,1,5,0,1,20,46137,51,0,0,14125,61,37300,1,0,5,2,65775,2467,92.8,0,0,143,274,28,6,9,29,64,7,40,1,3,3,4,7,17,6,11,3,13,0,0,0,1,85.7,75,0,0,910660,71470,27800,69270,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,10.33,324.23,B,B1,,< 1 year,MORTGAGE,280000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,974xx,OR,6.15,2,Jan-96,0,18,,14,0,9082,38,23,w,9521.66,9521.66,639.85,639.85,478.34,161.51,0,0,0,Feb-19,324.23,Mar-19,Feb-19,0,,1,Individual,,,,0,671,246828,1,3,2,3,1,48552,62,1,3,4923,46,23900,2,7,1,7,17631,11897,43.1,0,0,158,275,11,1,1,11,,11,,0,3,4,7,7,10,9,11,4,14,0,0,0,4,91.3,28.6,0,0,367828,61364,20900,54912,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,8000,8000,8000, 36 months,10.33,259.38,B,B1,Optician,6 years,MORTGAGE,38000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,159xx,PA,19.84,0,Feb-03,1,49,,14,0,9394,37.6,25,w,7617.33,7617.33,511.87,511.87,382.67,129.2,0,0,0,Feb-19,259.38,Mar-19,Feb-19,0,52,1,Individual,,,,0,0,83139,4,1,2,2,5,22240,95,4,5,6410,65,25000,2,0,8,8,5939,6188,57.6,0,0,167,133,1,1,3,2,,1,,1,4,8,4,6,6,12,16,8,14,0,0,0,7,95.7,25,0,0,100250,31634,14600,23358,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,4000,4000,4000, 36 months,18.94,146.51,D,D2,,n/a,RENT,19000,Not Verified,Dec-18,Current,n,,,major_purchase,Major purchase,936xx,CA,21.29,0,Jan-11,0,,118,7,1,2736,31.1,9,w,3916.62,3916.62,140.2,140.2,83.38,56.82,0,0,0,Feb-19,146.51,Mar-19,Feb-19,0,,1,Individual,,,,0,0,9024,0,2,1,2,8,6288,75,0,2,1646,53,8800,1,1,1,4,1289,631,79,0,0,95,68,20,8,0,36,,8,,0,2,3,2,2,3,5,6,3,7,0,0,0,1,100,50,1,0,17189,9024,3000,8389,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000, 60 months,11.31,525.54,B,B3,Bill Collector,1 year,MORTGAGE,72000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,606xx,IL,21.12,0,Mar-05,0,60,,7,0,20010,79.1,18,w,23700.66,23700.66,540.62,540.62,299.34,241.28,0,0,0,Feb-19,563.24,Mar-19,Feb-19,0,,1,Individual,,,,0,0,148816,0,1,0,0,25,24421,71,0,1,6466,74,25300,0,0,0,1,21259,1539,89,0,0,130,121,13,13,1,32,,13,,0,2,5,2,3,11,5,6,5,7,0,0,0,0,87.5,100,0,0,175897,44431,14000,34597,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,16.14,609.82,C,C4,Production Manager,5 years,MORTGAGE,45000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,703xx,LA,37.09,0,Sep-03,0,,,7,0,8901,36.8,21,w,24449.18,24449.18,1186.02,1186.02,550.82,635.2,0,0,0,Feb-19,609.82,Mar-19,Feb-19,0,,1,Individual,,,,0,1303,49524,0,2,1,2,7,40623,82,0,0,7830,67,24200,2,0,1,2,7075,10465,43.7,0,0,161,162,45,7,4,96,,7,,0,2,3,3,5,7,5,10,3,7,0,0,0,1,100,33.3,0,0,73683,49524,18600,49483,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,17.97,108.42,D,D1,Cna,7 years,MORTGAGE,33000,Source Verified,Dec-18,Current,n,,,other,Other,750xx,TX,7.31,0,Aug-01,1,25,,5,0,1501,19.2,13,w,2872.06,2872.06,212.35,212.35,127.94,84.41,0,0,0,Feb-19,108.42,Mar-19,Feb-19,0,73,1,Individual,,,,0,0,165945,0,2,1,2,9,41574,25,0,1,1501,21,7800,5,1,10,3,33189,6299,19.2,0,0,144,208,21,9,1,21,,1,,1,1,1,2,2,8,2,4,1,5,0,0,0,1,81.8,50,0,0,182840,43075,7800,41689,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,18.94,906.77,D,D2,Financial Advisor,10+ years,RENT,90000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,432xx,OH,13.96,0,Oct-00,0,,,7,0,41597,96.5,12,w,34285.7,34285.7,1758.3,1758.3,714.3,1044,0,0,0,Feb-19,906.77,Mar-19,Feb-19,0,,1,Individual,,,,0,0,41597,0,0,0,0,53,0,,0,0,10757,96,43100,0,0,0,0,5942,1503,96.5,0,0,218,154,53,53,0,53,,,,0,6,6,6,6,5,6,6,6,7,0,0,0,0,100,100,0,0,43295,41597,43100,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8800,8800,8800, 36 months,16.91,313.35,C,C5,,< 1 year,MORTGAGE,21000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,778xx,TX,32.69,0,Oct-11,0,44,,25,0,5709,12.2,40,w,8418.65,8418.65,614.3,614.3,381.35,232.95,0,0,0,Feb-19,313.35,Mar-19,Feb-19,0,,1,Joint App,76000,28.72,Not Verified,0,0,6958,3,1,0,1,13,1249,25,4,9,2442,13,46700,1,0,0,10,278,25074,15,0,0,86,68,2,2,0,4,,13,44,0,6,14,12,13,12,24,28,14,25,0,0,0,4,97.5,8.3,0,0,51760,6958,29500,5060,19471,Mar-08,1,1,11,32.7,3,7,0,0,64,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10500,10500,10500, 60 months,11.8,232.51,B,B4,,n/a,OWN,36000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,857xx,AZ,30.57,1,Mar-74,1,11,,11,0,940,2.1,18,w,10240.21,10240.21,454.7,454.7,259.79,194.91,0,0,0,Feb-19,232.51,Mar-19,Feb-19,0,,1,Joint App,67000,30.51,Verified,0,0,39494,2,3,1,2,2,38554,69,1,1,0,39,44200,1,1,2,3,3590,33500,0,0,0,70,537,1,1,3,45,,1,,0,0,1,5,7,4,8,11,1,11,0,0,0,2,94.4,0,0,0,100122,39494,33500,55922,26437,Sep-05,0,3,10,76,3,7,0,0,80,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,14.47,587.82,C,C2,City Crrier,3 years,MORTGAGE,65000,Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,054xx,VT,29.36,0,Jul-07,1,,,8,0,13459,64.1,19,w,24423.82,24423.82,1145.49,1145.49,576.18,569.31,0,0,0,Feb-19,587.82,Mar-19,Feb-19,0,,1,Individual,,,,0,0,177736,0,3,1,2,11,51152,73,1,1,4226,71,21000,2,6,6,3,22217,3503,56.2,0,0,137,95,7,7,2,7,,0,,0,2,4,2,4,9,4,8,4,8,0,0,0,2,100,0,0,0,209299,64611,8000,70150,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5500,5500,5500, 36 months,11.31,180.88,B,B3,Engineer,5 years,MORTGAGE,98000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,775xx,TX,14.62,0,Feb-98,1,38,,16,0,29582,41.7,36,w,5240.69,5240.69,337.58,337.58,259.31,78.27,0,0,0,Feb-19,180.88,Mar-19,Feb-19,0,,1,Individual,,,,0,0,240831,1,1,1,1,10,17904,88,1,3,9629,52,70900,1,2,3,4,15052,25099,53.6,0,0,174,250,5,5,3,14,,5,,0,7,9,8,12,9,13,23,9,16,0,0,0,2,97.2,25,0,0,297567,48779,54100,20381,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,14.47,282.16,C,C2,Reimbursement specialist ,6 years,MORTGAGE,39000,Source Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,130xx,NY,16.06,0,Jan-06,0,,,11,0,7899,28.9,24,w,11723.42,11723.42,482.33,482.33,276.58,205.75,0,0,0,Feb-19,282.16,Mar-19,Feb-19,0,,1,Individual,,,,0,0,100619,0,0,1,2,7,9454,79,0,2,2256,44,27300,0,10,1,5,9147,14931,17.1,0,0,155,136,13,7,1,15,,7,,0,2,5,5,6,9,8,13,5,11,0,0,0,1,100,0,0,0,123639,17353,18000,11939,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8500,8500,8500, 36 months,16.14,299.43,C,C4,Asst. Manager,8 years,MORTGAGE,80000,Not Verified,Dec-18,Current,n,,,home_improvement,Home improvement,756xx,TX,16.59,0,Mar-06,1,48,,11,0,683,8.2,15,w,8127.3,8127.3,587.43,587.43,372.7,214.73,0,0,0,Feb-19,299.43,Mar-19,Feb-19,0,48,1,Individual,,,,0,225,41877,2,3,3,4,5,28378,92,1,3,505,70,8300,2,0,1,8,3807,5670,8.5,0,0,88,40,1,1,0,28,,5,,1,2,3,3,4,5,6,7,3,11,0,0,0,4,93.3,0,0,0,59470,41877,6200,30998,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,20.89,944.71,D,D4,Instructor for Training Squadron,10+ years,RENT,80000,Verified,Dec-18,Current,n,,,other,Other,796xx,TX,36.84,0,Aug-03,1,,,17,0,36052,66.4,54,w,34664.58,34664.58,904.09,904.09,335.42,568.67,0,0,0,Feb-19,965.02,Mar-19,Feb-19,0,,1,Individual,,,,0,0,80437,1,5,2,5,3,44385,39,0,2,7433,54,54300,4,14,1,7,4732,5729,76.8,0,0,145,184,16,3,4,23,,0,,0,4,10,5,10,29,12,21,10,17,0,0,0,2,100,40,0,0,135419,80437,24700,81119,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8250,8250,8250, 36 months,17.97,298.14,D,D1,Driver ,10+ years,MORTGAGE,68000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,350xx,AL,26.42,0,Apr-11,0,51,,10,0,6234,63.6,22,w,7898.19,7898.19,583.93,583.93,351.81,232.12,0,0,0,Feb-19,298.14,Mar-19,Feb-19,0,58,1,Individual,,,,0,0,165032,2,4,5,7,5,23784,71,1,1,2490,69,9800,7,1,10,9,16503,3066,67,0,0,92,91,9,5,1,34,,5,,1,3,3,4,4,15,5,6,3,10,0,0,0,6,86.4,25,0,0,181066,30018,9300,33466,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,16.14,975.71,C,C4,Assistant to the Treasurer (Payroll),< 1 year,MORTGAGE,45000,Verified,Dec-18,Fully Paid,n,,,credit_card,Credit card refinancing,456xx,OH,50.53,0,Jun-09,0,,,18,0,34971,64.5,37,w,0,0,40856.67896,40856.68,40000,856.68,0,0,0,Feb-19,40910.48,,Feb-19,0,,1,Joint App,92000,35.66,Verified,0,0,271068,2,8,3,4,5,126749,87,1,1,5874,75,54200,4,2,4,5,15059,14930,67.3,0,0,114,70,2,2,1,2,,9,,0,7,9,7,7,26,9,10,9,18,0,0,0,4,100,42.9,0,0,344802,161720,45700,167965,47188,Apr-90,0,1,32,61.1,16,19,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,10.33,648.45,B,B1,UPS/Shipping,10+ years,MORTGAGE,60000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,458xx,OH,17.66,0,Oct-04,0,,93,6,1,50,0.3,17,w,19043.33,19043.33,1216.56,1216.56,956.67,259.89,0,0,0,Feb-19,648.45,Mar-19,Feb-19,0,,1,Joint App,90000,23.68,Not Verified,0,0,85270,1,2,0,1,18,34065,71,0,0,50,52,18000,1,2,1,2,14212,16450,0.3,0,0,170,79,32,5,1,32,,7,,0,1,1,2,3,8,3,8,1,6,0,0,0,1,100,0,1,0,117079,34115,16500,48079,33378,Nov-01,1,1,9,24.4,3,8,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,8.81,570.81,A,A5,Attorney-Adviser,3 years,RENT,100203,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,200xx,DC,12.3,0,Jan-08,0,,,12,0,18443,38,22,w,17119.46,17119.46,1128.4,1128.4,880.54,247.86,0,0,0,Feb-19,570.81,Mar-19,Feb-19,0,,1,Individual,,,,0,0,294097,0,8,0,1,13,275654,117,0,2,10711,89,48500,1,0,0,3,24508,25057,42.4,0,0,76,131,16,13,0,16,,13,,0,2,2,3,5,15,4,7,2,12,0,0,0,0,100,0,0,0,283492,294097,43500,234992,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000, 36 months,14.47,378.47,C,C2,Teacher,10+ years,MORTGAGE,89000,Not Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,087xx,NJ,24.82,1,May-04,2,15,,17,0,16948,49.1,27,w,10505.38,10505.38,743.68,743.68,494.62,249.06,0,0,0,Feb-19,378.47,Mar-19,Feb-19,0,24,1,Individual,,,,0,915,100451,4,2,2,2,4,41521,90,3,5,5997,73,34500,2,7,7,7,5909,3132,69.6,0,0,175,175,4,4,2,5,,1,15,1,2,8,2,2,8,14,17,8,17,0,0,0,5,92.6,50,0,0,290594,58469,10300,46094,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,16.14,422.72,C,C4,Sales Account Manager,4 years,RENT,70000,Source Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,333xx,FL,18.96,0,Nov-13,0,,,6,0,13663,61.8,7,w,11473.85,11473.85,829.3,829.3,526.15,303.15,0,0,0,Feb-19,422.72,Mar-19,Feb-19,0,,1,Individual,,,,0,0,34470,0,2,1,1,12,20807,61,1,2,6739,61,22100,1,0,2,3,5745,5937,67.9,0,0,36,61,9,9,0,17,,9,,0,3,4,3,3,2,4,5,4,6,0,0,0,2,100,66.7,0,0,56264,34470,18500,34164,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,13.56,345.62,C,C1,,< 1 year,RENT,72000,Not Verified,Dec-18,Current,n,,,credit_card,Credit card refinancing,300xx,GA,8.98,0,Jan-09,0,,,29,0,14295,63.8,30,w,14823.88,14823.88,413.42,413.42,176.12,237.3,0,0,0,Feb-19,430.37,Mar-19,Feb-19,0,,1,Individual,,,,0,0,269086,0,19,0,1,21,250064,121,0,2,6736,110,22400,1,0,0,3,9279,5005,74.1,0,0,119,74,14,14,0,33,,21,,0,4,4,6,7,19,9,10,4,29,0,0,0,0,100,33.3,0,0,244385,269086,19300,210925,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,4000,4000,4000, 36 months,16.91,142.44,C,C5,Vacation Advisor,5 years,RENT,54000,Source Verified,Dec-18,Current,n,,,home_improvement,Home improvement,347xx,FL,9.64,0,Nov-04,1,39,,19,0,17091,55.3,30,w,3826.64,3826.64,279.24,279.24,173.36,105.88,0,0,0,Feb-19,142.44,Mar-19,Feb-19,0,39,1,Individual,,,,0,0,241316,2,0,0,0,112,0,,7,7,2259,55,30900,5,2,2,9,15082,4380,63.5,0,0,112,169,0,0,2,8,69,0,69,5,6,10,8,14,1,17,26,10,19,0,0,0,9,88.9,16.7,0,0,256733,17091,12000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,32000,32000,32000, 60 months,12.98,727.78,B,B5,Manager,4 years,MORTGAGE,70000,Verified,Dec-18,Current,n,,,debt_consolidation,Debt consolidation,339xx,FL,20.17,0,Aug-01,1,25,,15,0,4287,26.6,36,w,31232.58,31232.58,1420.95,1420.95,767.42,653.53,0,0,0,Feb-19,727.78,Mar-19,Feb-19,0,29,1,Joint App,113000,26.29,Verified,0,0,285531,1,2,0,1,15,40566,75,1,1,2447,49,16100,2,1,1,3,20395,5002,39.7,0,0,208,166,5,5,5,5,29,5,29,1,2,3,3,8,9,11,22,3,15,0,0,0,2,94.4,33.3,0,0,315498,44853,8300,49168,30608,Nov-06,0,2,18,57.8,5,19,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
